case_key,task_name,variant,main_parameter_name,main_parameter_value,hid_size,num_layers,n_collocation,n_ic,n_bc,adam_steps,lbfgs_steps,lr_adam,lbfgs_lr,resample_every,fp32_n_total,fp32_n_valid,fp32_n_bad,fp32_bad_rate,fp32_median_best_l2,fp32_min_best_l2,fp32_max_best_l2,fp32_source_paths,fp64_n_total,fp64_n_valid,fp64_n_bad,fp64_bad_rate,fp64_median_best_l2,fp64_min_best_l2,fp64_max_best_l2,fp64_source_paths,fp64_over_fp32_median
helmholtz1d|helmholtz_m10|m|10|128|4|5000|0|2|5000|1500|||200,helmholtz1d,helmholtz_m10,m,10.0,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,200.0,6,6,5,0.8333333333333334,0.845535010099411,0.0476632043719291,0.8892391324043274,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r081_m10_softer_lbfgs_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r077_m10_soft_lbfgs_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r073_m10_resample_5k_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r078_m10_soft_lbfgs_fp32_s1; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r074_m10_resample_5k_fp32_s1; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r082_m10_softer_lbfgs_fp32_s1,6,6,1,0.16666666666666666,0.04909301559423885,0.0064769029828551,0.817709428273021,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r083_m10_softer_lbfgs_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r075_m10_resample_5k_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r079_m10_soft_lbfgs_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r080_m10_soft_lbfgs_fp64_s1; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r084_m10_softer_lbfgs_fp64_s1; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r076_m10_resample_5k_fp64_s1,0.058061481793009254
helmholtz1d|helmholtz_m10|m|10|128|4|5000|0|2|500|1500|||,helmholtz1d,helmholtz_m10,m,10.0,128.0,4.0,5000.0,0.0,2.0,500.0,1500.0,,,,1,1,0,0.0,0.0165341366082429,0.0165341366082429,0.0165341366082429,experiments_raw/results_exp_7_helmholtz1d_lbfgs_warmup/runs/helmholtz_lbfgs_r09_m10_fp32_adam500,1,1,1,1.0,1.0035130802412142,1.0035130802412142,1.0035130802412142,experiments_raw/results_exp_7_helmholtz1d_lbfgs_warmup/runs/helmholtz_lbfgs_r10_m10_fp64_adam500,60.69340685989764
helmholtz1d|helmholtz_m10|m|10|192|4|8000|0|2|5000|1000||0.5|250,helmholtz1d,helmholtz_m10,m,10.0,192.0,4.0,8000.0,0.0,2.0,5000.0,1000.0,,0.5,250.0,3,3,0,0.0,0.0020273081026971,0.000743078882806,0.0034369314089417,experiments_raw/results_exp_16_helmholtz1d_exploded_inner10/results_exp_16_helmholtz1d_exploded_inner10/runs/exp16_r003_m10_width192_adam5e4_lbfgs05_steps1000_inner10_resample250_fp32_s0; experiments_raw/results_exp_16_helmholtz1d_exploded_inner10/results_exp_16_helmholtz1d_exploded_inner10/runs/exp16_r007_m10_width192_adam2e4_lbfgs05_steps1000_inner10_resample250_fp32_s0; experiments_raw/results_exp_16_helmholtz1d_exploded_inner10/results_exp_16_helmholtz1d_exploded_inner10/runs/exp16_r011_m10_width192_adam1e4_lbfgs05_steps1000_inner10_resample250_fp32_s0,3,3,0,0.0,0.0025258841433677,0.0017108366338082,0.0031373256013443,experiments_raw/results_exp_16_helmholtz1d_exploded_inner10/results_exp_16_helmholtz1d_exploded_inner10/runs/exp16_r004_m10_width192_adam5e4_lbfgs05_steps1000_inner10_resample250_fp64_s0; experiments_raw/results_exp_16_helmholtz1d_exploded_inner10/results_exp_16_helmholtz1d_exploded_inner10/runs/exp16_r012_m10_width192_adam1e4_lbfgs05_steps1000_inner10_resample250_fp64_s0; experiments_raw/results_exp_16_helmholtz1d_exploded_inner10/results_exp_16_helmholtz1d_exploded_inner10/runs/exp16_r008_m10_width192_adam2e4_lbfgs05_steps1000_inner10_resample250_fp64_s0,1.2459300784164489
helmholtz1d|helmholtz_m10|m|10|192|4|8000|0|2|5000|1000||1|250,helmholtz1d,helmholtz_m10,m,10.0,192.0,4.0,8000.0,0.0,2.0,5000.0,1000.0,,1.0,250.0,3,3,0,0.0,0.0035879830829799,0.0010800919262692,0.0042583378963172,experiments_raw/results_exp_16_helmholtz1d_exploded_inner10/results_exp_16_helmholtz1d_exploded_inner10/runs/exp16_r005_m10_width192_adam2e4_lbfgs1_steps1000_inner10_resample250_fp32_s0; experiments_raw/results_exp_16_helmholtz1d_exploded_inner10/results_exp_16_helmholtz1d_exploded_inner10/runs/exp16_r009_m10_width192_adam1e4_lbfgs1_steps1000_inner10_resample250_fp32_s0; experiments_raw/results_exp_16_helmholtz1d_exploded_inner10/results_exp_16_helmholtz1d_exploded_inner10/runs/exp16_r001_m10_width192_adam5e4_lbfgs1_steps1000_inner10_resample250_fp32_s0,3,3,0,0.0,0.0004881865048243,0.0004545846478039,0.0017293850808818,experiments_raw/results_exp_16_helmholtz1d_exploded_inner10/results_exp_16_helmholtz1d_exploded_inner10/runs/exp16_r006_m10_width192_adam2e4_lbfgs1_steps1000_inner10_resample250_fp64_s0; experiments_raw/results_exp_16_helmholtz1d_exploded_inner10/results_exp_16_helmholtz1d_exploded_inner10/runs/exp16_r010_m10_width192_adam1e4_lbfgs1_steps1000_inner10_resample250_fp64_s0; experiments_raw/results_exp_16_helmholtz1d_exploded_inner10/results_exp_16_helmholtz1d_exploded_inner10/runs/exp16_r002_m10_width192_adam5e4_lbfgs1_steps1000_inner10_resample250_fp64_s0,0.13606154029546041
helmholtz1d|helmholtz_m10|m|10|256|3|5000|0|2|8000|2000||1|200,helmholtz1d,helmholtz_m10,m,10.0,256.0,3.0,5000.0,0.0,2.0,8000.0,2000.0,,1.0,200.0,2,2,1,0.5,0.5307801514863968,0.0617046654224395,0.999855637550354,experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r013_m10_resample_wide_256_fp32_s0; experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r014_m10_resample_wide_256_fp32_s1,2,2,1,0.5,0.5009812977420637,0.0030693868074505,0.998893208676677,experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r015_m10_resample_wide_256_fp64_s0; experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r016_m10_resample_wide_256_fp64_s1,0.9438583872044115
helmholtz1d|helmholtz_rs_m10|m|10|128|4|5000|0|2|10000|1000|||200,helmholtz1d,helmholtz_rs_m10,m,10.0,128.0,4.0,5000.0,0.0,2.0,10000.0,1000.0,,,200.0,2,2,0,0.0,0.001598153845407,0.0012300387024879,0.0019662689883261,experiments_raw/results_exp_6_helmholtz1d_resampling_final/runs/helmholtz_rs_m10_fp32_0; experiments_raw/results_exp_6_helmholtz1d_resampling_final/runs/helmholtz_rs_m10_fp32_1,2,2,0,0.0,0.0030036022583295003,0.0020277565836407,0.0039794479330183,experiments_raw/results_exp_6_helmholtz1d_resampling_final/runs/helmholtz_rs_m10_fp64_0; experiments_raw/results_exp_6_helmholtz1d_resampling_final/runs/helmholtz_rs_m10_fp64_1,1.8794199738414898
helmholtz1d|resample_proven_128|m|10|128|4|5000|0|2|10000|2000||1|200,helmholtz1d,resample_proven_128,m,10.0,128.0,4.0,5000.0,0.0,2.0,10000.0,2000.0,,1.0,200.0,2,2,0,0.0,0.0029858662746846502,0.0019741179421544,0.0039976146072149,experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r009_m10_resample_proven_128_fp32_s0; experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r010_m10_resample_proven_128_fp32_s1,2,2,0,0.0,0.00151330790346355,0.0011726996034194,0.0018539162035077,experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r011_m10_resample_proven_128_fp64_s0; experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r012_m10_resample_proven_128_fp64_s1,0.5068237369817832
helmholtz1d|helmholtz_m11|m|11|128|4|10000|0|2|5000|1000|||200,helmholtz1d,helmholtz_m11,m,11.0,128.0,4.0,10000.0,0.0,2.0,5000.0,1000.0,,,200.0,2,2,1,0.5,0.8238373398780823,0.6670244336128235,0.9806502461433412,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r125_m11_more_points_soft_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r126_m11_more_points_soft_fp32_s1,2,2,2,1.0,0.91782062059764,0.8705080357747348,0.9651332054205454,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r127_m11_more_points_soft_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r128_m11_more_points_soft_fp64_s1,1.114079899235286
helmholtz1d|helmholtz_m11|m|11|128|4|5000|0|2|10000|0|||200,helmholtz1d,helmholtz_m11,m,11.0,128.0,4.0,5000.0,0.0,2.0,10000.0,0.0,,,200.0,2,2,0,0.0,0.6959944069385529,0.6743218302726746,0.7176669836044312,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r117_m11_adam_only_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r118_m11_adam_only_fp32_s1,2,2,0,0.0,0.6644842815818902,0.5641369806375404,0.7648315825262401,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r119_m11_adam_only_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r120_m11_adam_only_fp64_s1,0.9547264675656444
helmholtz1d|helmholtz_m11|m|11|128|4|5000|0|2|2000|1500|||0,helmholtz1d,helmholtz_m11,m,11.0,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,0.0,2,2,2,1.0,1.0000382363796234,0.9997513890266418,1.000325083732605,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r097_m11_base_2k_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r098_m11_base_2k_fp32_s1,2,2,2,1.0,0.9556324552699178,0.911248342730892,1.0000165678089437,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r099_m11_base_2k_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r100_m11_base_2k_fp64_s1,0.9555959167416787
helmholtz1d|helmholtz_m11|m|11|128|4|5000|0|2|2000|1500|||200,helmholtz1d,helmholtz_m11,m,11.0,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,200.0,2,2,2,1.0,0.9998898804187775,0.9997513890266418,1.000028371810913,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r101_m11_resample_2k_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r102_m11_resample_2k_fp32_s1,2,2,2,1.0,0.9851772498985103,0.9703243240439255,1.0000301757530952,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r103_m11_resample_2k_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r104_m11_resample_2k_fp64_s1,0.9852857491525915
helmholtz1d|helmholtz_m11|m|11|128|4|5000|0|2|5000|1500|||100,helmholtz1d,helmholtz_m11,m,11.0,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,100.0,2,2,1,0.5,0.6195481568574904,0.2863378226757049,0.952758491039276,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r121_m11_resample_100_soft_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r122_m11_resample_100_soft_fp32_s1,2,2,2,1.0,0.9208200545496547,0.8842450899711777,0.9573950191281316,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r123_m11_resample_100_soft_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r124_m11_resample_100_soft_fp64_s1,1.4862768040829848
helmholtz1d|helmholtz_m11|m|11|128|4|5000|0|2|5000|1500|||200,helmholtz1d,helmholtz_m11,m,11.0,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,200.0,6,6,6,1.0,0.8971443176269531,0.8938377499580383,0.9004508852958679,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r105_m11_resample_5k_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r113_m11_softer_lbfgs_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r109_m11_soft_lbfgs_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r110_m11_soft_lbfgs_fp32_s1; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r106_m11_resample_5k_fp32_s1; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r114_m11_softer_lbfgs_fp32_s1,6,6,3,0.5,0.8430182004375846,0.7648315825262401,0.9212048183489292,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r107_m11_resample_5k_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r115_m11_softer_lbfgs_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r111_m11_soft_lbfgs_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r108_m11_resample_5k_fp64_s1; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r112_m11_soft_lbfgs_fp64_s1; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r116_m11_softer_lbfgs_fp64_s1,0.9396684389279328
helmholtz1d|helmholtz_rs_m11|m|11|128|4|5000|0|2|10000|1000|||200,helmholtz1d,helmholtz_rs_m11,m,11.0,128.0,4.0,5000.0,0.0,2.0,10000.0,1000.0,,,200.0,2,2,0,0.0,0.0019056165474466498,0.0011448074365034,0.0026664256583899,experiments_raw/results_exp_6_helmholtz1d_resampling_final/runs/helmholtz_rs_m11_fp32_0; experiments_raw/results_exp_6_helmholtz1d_resampling_final/runs/helmholtz_rs_m11_fp32_1,2,2,0,0.0,0.0009833265862458501,0.0002883292436591,0.0016783239288326,experiments_raw/results_exp_6_helmholtz1d_resampling_final/runs/helmholtz_rs_m11_fp64_0; experiments_raw/results_exp_6_helmholtz1d_resampling_final/runs/helmholtz_rs_m11_fp64_1,0.5160149283775988
helmholtz1d|helmholtz_m12|m|12|128|4|10000|0|2|5000|1000|||200,helmholtz1d,helmholtz_m12,m,12.0,128.0,4.0,10000.0,0.0,2.0,5000.0,1000.0,,,200.0,2,2,2,1.0,0.9936592876911163,0.98732727766037,0.9999912977218628,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r157_m12_more_points_soft_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r158_m12_more_points_soft_fp32_s1,2,2,1,0.5,0.8922953162148053,0.7918590599330966,0.992731572496514,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r159_m12_more_points_soft_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r160_m12_more_points_soft_fp64_s1,0.8979892074356371
helmholtz1d|helmholtz_m12|m|12|128|4|5000|0|2|10000|0|||200,helmholtz1d,helmholtz_m12,m,12.0,128.0,4.0,5000.0,0.0,2.0,10000.0,0.0,,,200.0,2,2,1,0.5,0.7711652219295502,0.6410113573074341,0.9013190865516664,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r149_m12_adam_only_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r150_m12_adam_only_fp32_s1,2,2,0,0.0,0.6354127061250652,0.4911958784801864,0.779629533769944,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r151_m12_adam_only_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r152_m12_adam_only_fp64_s1,0.8239644217035417
helmholtz1d|helmholtz_m12|m|12|128|4|5000|0|2|10000|800|||,helmholtz1d,helmholtz_m12,m,12.0,128.0,4.0,5000.0,0.0,2.0,10000.0,800.0,,,,2,2,2,1.0,0.9988885223865509,0.9977800250053406,0.9999970197677612,experiments_raw/results_exp_5_helmholtz1d_normalized/runs/helmholtz_m12_fp32_0; experiments_raw/results_exp_5_helmholtz1d_normalized/runs/helmholtz_m12_fp32_1,2,2,2,1.0,0.9997862233202714,0.9997685303210976,0.9998039163194452,experiments_raw/results_exp_5_helmholtz1d_normalized/runs/helmholtz_m12_fp64_0; experiments_raw/results_exp_5_helmholtz1d_normalized/runs/helmholtz_m12_fp64_1,1.00089869981845
helmholtz1d|helmholtz_m12|m|12|128|4|5000|0|2|2000|1500|||0,helmholtz1d,helmholtz_m12,m,12.0,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,0.0,2,2,2,1.0,1.0001896023750305,1.0000450611114502,1.0003341436386108,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r129_m12_base_2k_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r130_m12_base_2k_fp32_s1,2,2,2,1.0,1.0002138901608468,1.000101484613563,1.0003262957081305,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r131_m12_base_2k_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r132_m12_base_2k_fp64_s1,1.0000242831816675
helmholtz1d|helmholtz_m12|m|12|128|4|5000|0|2|2000|1500|||200,helmholtz1d,helmholtz_m12,m,12.0,128.0,4.0,5000.0,0.0,2.0,2000.0,1500.0,,,200.0,2,2,2,1.0,1.000018835067749,0.999985933303833,1.000051736831665,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r133_m12_resample_2k_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r134_m12_resample_2k_fp32_s1,2,2,2,1.0,1.0023016171526695,1.000101484613563,1.004501749691776,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r135_m12_resample_2k_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r136_m12_resample_2k_fp64_s1,1.0022827390893752
helmholtz1d|helmholtz_m12|m|12|128|4|5000|0|2|5000|1500|||100,helmholtz1d,helmholtz_m12,m,12.0,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,100.0,2,2,2,1.0,0.9421449601650238,0.9234357476234436,0.960854172706604,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r153_m12_resample_100_soft_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r154_m12_resample_100_soft_fp32_s1,2,2,2,1.0,0.8905449009683568,0.8229494042510993,0.9581403976856142,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r155_m12_resample_100_soft_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r156_m12_resample_100_soft_fp64_s1,0.9452312952057518
helmholtz1d|helmholtz_m12|m|12|128|4|5000|0|2|5000|1500|||200,helmholtz1d,helmholtz_m12,m,12.0,128.0,4.0,5000.0,0.0,2.0,5000.0,1500.0,,,200.0,6,6,5,0.8333333333333334,0.9289563298225404,0.2466135323047638,0.999985933303833,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r145_m12_softer_lbfgs_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r137_m12_resample_5k_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r141_m12_soft_lbfgs_fp32_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r138_m12_resample_5k_fp32_s1; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r146_m12_softer_lbfgs_fp32_s1; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r142_m12_soft_lbfgs_fp32_s1,6,6,6,1.0,0.8841473372247735,0.80425369797553,0.9639021959235208,experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r139_m12_resample_5k_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r147_m12_softer_lbfgs_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r143_m12_soft_lbfgs_fp64_s0; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r140_m12_resample_5k_fp64_s1; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r144_m12_soft_lbfgs_fp64_s1; experiments_raw/results_exp_8_helmholtz1d_optimizer/runs/overnight_r148_m12_softer_lbfgs_fp64_s1,0.9517641560111584
helmholtz1d|helmholtz_m12|m|12|128|4|8000|0|2|5000|1000||0.5|250,helmholtz1d,helmholtz_m12,m,12.0,128.0,4.0,8000.0,0.0,2.0,5000.0,1000.0,,0.5,250.0,3,3,0,0.0,0.0449693091213703,0.0041363453492522,0.0882605835795402,experiments_raw/results_exp_16_helmholtz1d_exploded_inner10/results_exp_16_helmholtz1d_exploded_inner10/runs/exp16_r023_m12_width128_adam1e4_lbfgs05_steps1000_inner10_resample250_fp32_s0; experiments_raw/results_exp_16_helmholtz1d_exploded_inner10/results_exp_16_helmholtz1d_exploded_inner10/runs/exp16_r019_m12_width128_adam2e4_lbfgs05_steps1000_inner10_resample250_fp32_s0; experiments_raw/results_exp_16_helmholtz1d_exploded_inner10/results_exp_16_helmholtz1d_exploded_inner10/runs/exp16_r015_m12_width128_adam5e4_lbfgs05_steps1000_inner10_resample250_fp32_s0,3,3,0,0.0,0.0024585988389089,0.0001698858408164,0.0074743191822439,experiments_raw/results_exp_16_helmholtz1d_exploded_inner10/results_exp_16_helmholtz1d_exploded_inner10/runs/exp16_r020_m12_width128_adam2e4_lbfgs05_steps1000_inner10_resample250_fp64_s0; experiments_raw/results_exp_16_helmholtz1d_exploded_inner10/results_exp_16_helmholtz1d_exploded_inner10/runs/exp16_r024_m12_width128_adam1e4_lbfgs05_steps1000_inner10_resample250_fp64_s0; experiments_raw/results_exp_16_helmholtz1d_exploded_inner10/results_exp_16_helmholtz1d_exploded_inner10/runs/exp16_r016_m12_width128_adam5e4_lbfgs05_steps1000_inner10_resample250_fp64_s0,0.05467281768268317
helmholtz1d|helmholtz_m12|m|12|128|4|8000|0|2|5000|1000||1|250,helmholtz1d,helmholtz_m12,m,12.0,128.0,4.0,8000.0,0.0,2.0,5000.0,1000.0,,1.0,250.0,3,3,0,0.0,0.0192516539245843,0.0136220986023545,0.0560470409691333,experiments_raw/results_exp_16_helmholtz1d_exploded_inner10/results_exp_16_helmholtz1d_exploded_inner10/runs/exp16_r013_m12_width128_adam5e4_lbfgs1_steps1000_inner10_resample250_fp32_s0; experiments_raw/results_exp_16_helmholtz1d_exploded_inner10/results_exp_16_helmholtz1d_exploded_inner10/runs/exp16_r017_m12_width128_adam2e4_lbfgs1_steps1000_inner10_resample250_fp32_s0; experiments_raw/results_exp_16_helmholtz1d_exploded_inner10/results_exp_16_helmholtz1d_exploded_inner10/runs/exp16_r021_m12_width128_adam1e4_lbfgs1_steps1000_inner10_resample250_fp32_s0,3,3,0,0.0,0.001540316022811,0.0003458913456201,0.0056520248669627,experiments_raw/results_exp_16_helmholtz1d_exploded_inner10/results_exp_16_helmholtz1d_exploded_inner10/runs/exp16_r014_m12_width128_adam5e4_lbfgs1_steps1000_inner10_resample250_fp64_s0; experiments_raw/results_exp_16_helmholtz1d_exploded_inner10/results_exp_16_helmholtz1d_exploded_inner10/runs/exp16_r022_m12_width128_adam1e4_lbfgs1_steps1000_inner10_resample250_fp64_s0; experiments_raw/results_exp_16_helmholtz1d_exploded_inner10/results_exp_16_helmholtz1d_exploded_inner10/runs/exp16_r018_m12_width128_adam2e4_lbfgs1_steps1000_inner10_resample250_fp64_s0,0.08000954249671097
helmholtz1d|helmholtz_m12|m|12|256|3|5000|0|2|8000|1000||1|200,helmholtz1d,helmholtz_m12,m,12.0,256.0,3.0,5000.0,0.0,2.0,8000.0,1000.0,,1.0,200.0,1,1,1,1.0,0.9996394515037536,0.9996394515037536,0.9996394515037536,experiments_raw/results_exp_9_helmholtz1d_large_lbfgs/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r007_m12_resample_wide_256_fp32_s0,1,1,1,1.0,0.9992590815203,0.9992590815203,0.9992590815203,experiments_raw/results_exp_9_helmholtz1d_large_lbfgs/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r008_m12_resample_wide_256_fp64_s0,0.9996194928252568
helmholtz1d|helmholtz_m12|m|12|256|3|5000|0|2|8000|2000||1|200,helmholtz1d,helmholtz_m12,m,12.0,256.0,3.0,5000.0,0.0,2.0,8000.0,2000.0,,1.0,200.0,2,2,2,1.0,0.9995533227920532,0.9994671940803528,0.9996394515037536,experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r021_m12_resample_wide_256_fp32_s0; experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r022_m12_resample_wide_256_fp32_s1,2,2,2,1.0,0.9996120072345835,0.9992590815203,0.999964932948867,experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r023_m12_resample_wide_256_fp64_s0; experiments_raw/results_exp_12_helmholts_more/results_exp_9_helmholtz1d_large_lbfgs/runs/exp9_r024_m12_resample_wide_256_fp64_s1,1.0000587106672472
helmholtz1d|helmholtz_main|m|12|128|4|4000|0|256|2000|3000||0.3|500,helmholtz1d,helmholtz_main,m,12.0,128.0,4.0,4000.0,0.0,256.0,2000.0,3000.0,,0.3,500.0,2,2,2,1.0,0.9999948143959045,0.9999876022338868,1.0000020265579224,experiments_raw/final/final/runs/run019_helmholtz1d_helmholtz_main_m12_fp32_s0; experiments_raw/final/final/runs/run020_helmholtz1d_helmholtz_main_m12_fp32_s1,2,2,2,1.0,0.9995139673514024,0.999026778702152,1.0000011560006528,experiments_raw/final/final/runs/run021_helmholtz1d_helmholtz_main_m12_fp64_s0; experiments_raw/final/final/runs/run022_helmholtz1d_helmholtz_main_m12_fp64_s1,0.9995191504620026
helmholtz1d|helmholtz_resample_long|m|12|128|4|5000|0|2|10000|1000||1|200,helmholtz1d,helmholtz_resample_long,m,12.0,128.0,4.0,5000.0,0.0,2.0,10000.0,1000.0,,1.0,200.0,2,2,0,0.0,0.012530514737591099,0.0063924300484359,0.0186685994267463,experiments_raw/final/final 2/runs/run019_helmholtz1d_helmholtz_resample_long_m12_fp32_s0; experiments_raw/final/final 2/runs/run020_helmholtz1d_helmholtz_resample_long_m12_fp32_s1,2,2,0,0.0,0.0021135880520116,0.0011424918594755,0.0030846842445477,experiments_raw/final/final 2/runs/run021_helmholtz1d_helmholtz_resample_long_m12_fp64_s0; experiments_raw/final/final 2/runs/run022_helmholtz1d_helmholtz_resample_long_m12_fp64_s1,0.1686752776141678
