task_name,variant,main_parameter_name,main_parameter_value,dtype,n_total,n_valid,n_bad,seed_list,best_l2_mean,best_l2_median,best_l2_std,best_l2_min,best_l2_max,final_l2_mean,final_l2_median,final_l2_std,final_l2_min,final_l2_max,bad_rate
helmholtz1d,base_2k,m,11.0,fp32,2,2,2,"0,1",1.0000382363796234,1.0000382363796234,0.00040566341691735503,0.9997513890266418,1.000325083732605,1.0202930569648743,1.0202930569648743,0.005177908926957376,1.0166317224502563,1.0239543914794922,1.0
helmholtz1d,base_2k,m,11.0,fp64,2,2,2,"0,1",0.9556324552699178,0.9556324552699178,0.06276861390658411,0.911248342730892,1.0000165678089437,4.569679977570942,4.569679977570942,4.984369291190878,1.0451986518318876,8.094161303309997,1.0
helmholtz1d,base_2k,m,12.0,fp32,2,2,2,"0,1",1.0001896023750305,1.0001896023750305,0.00020441221527783607,1.0000450611114502,1.0003341436386108,1.0239978432655334,1.0239978432655334,0.02606318965065176,1.0055683851242065,1.0424273014068604,1.0
helmholtz1d,base_2k,m,12.0,fp64,2,2,2,"0,1",1.0002138901608468,1.0002138901608468,0.00015896544945457938,1.000101484613563,1.0003262957081305,4.935685200086859,4.935685200086859,4.505842707965407,1.7495732663245638,8.121797133849155,1.0
helmholtz1d,helmholtz_lbfgs_r01_m8_fp32_adam0,m,8.0,fp32,1,1,1,0,1.0168980360031128,1.0168980360031128,,1.0168980360031128,1.0168980360031128,4.687134742736816,4.687134742736816,,4.687134742736816,4.687134742736816,1.0
helmholtz1d,helmholtz_lbfgs_r02_m8_fp64_adam0,m,8.0,fp64,1,1,1,0,0.9998590890430962,0.9998590890430962,,0.9998590890430962,0.9998590890430962,2967304.82426884,2967304.82426884,,2967304.82426884,2967304.82426884,1.0
helmholtz1d,helmholtz_lbfgs_r03_m8_fp32_adam500,m,8.0,fp32,1,1,0,0,0.0002143521705875,0.0002143521705875,,0.0002143521705875,0.0002143521705875,0.00021435217058751732,0.00021435217058751732,,0.00021435217058751732,0.00021435217058751732,0.0
helmholtz1d,helmholtz_lbfgs_r04_m8_fp64_adam500,m,8.0,fp64,1,1,1,0,1.01204815394529,1.01204815394529,,1.01204815394529,1.01204815394529,7.217639649334995,7.217639649334995,,7.217639649334995,7.217639649334995,1.0
helmholtz1d,helmholtz_lbfgs_r05_m8_fp32_adam2000,m,8.0,fp32,1,1,0,0,9.030805813381448e-05,9.030805813381448e-05,,9.030805813381448e-05,9.030805813381448e-05,0.000699418771546334,0.000699418771546334,,0.000699418771546334,0.000699418771546334,0.0
helmholtz1d,helmholtz_lbfgs_r06_m8_fp64_adam2000,m,8.0,fp64,1,1,0,0,0.0004235102604261,0.0004235102604261,,0.0004235102604261,0.0004235102604261,0.0007741855997958159,0.0007741855997958159,,0.0007741855997958159,0.0007741855997958159,0.0
helmholtz1d,helmholtz_lbfgs_r07_m10_fp32_adam0,m,10.0,fp32,1,1,1,0,1.0149681568145752,1.0149681568145752,,1.0149681568145752,1.0149681568145752,5.747350692749023,5.747350692749023,,5.747350692749023,5.747350692749023,1.0
helmholtz1d,helmholtz_lbfgs_r08_m10_fp64_adam0,m,10.0,fp64,1,1,1,0,0.9995512117851952,0.9995512117851952,,0.9995512117851952,0.9995512117851952,3.2562015901510386,3.2562015901510386,,3.2562015901510386,3.2562015901510386,1.0
helmholtz1d,helmholtz_lbfgs_r09_m10_fp32_adam500,m,10.0,fp32,1,1,0,0,0.0165341366082429,0.0165341366082429,,0.0165341366082429,0.0165341366082429,0.051498014479875565,0.051498014479875565,,0.051498014479875565,0.051498014479875565,0.0
helmholtz1d,helmholtz_lbfgs_r10_m10_fp64_adam500,m,10.0,fp64,1,1,1,0,1.0035130802412142,1.0035130802412142,,1.0035130802412142,1.0035130802412142,3.2562015925709984,3.2562015925709984,,3.2562015925709984,3.2562015925709984,1.0
helmholtz1d,helmholtz_lbfgs_r11_m10_fp32_adam2000,m,10.0,fp32,1,1,0,0,0.0026900072116404,0.0026900072116404,,0.0026900072116404,0.0026900072116404,0.002690007211640477,0.002690007211640477,,0.002690007211640477,0.002690007211640477,0.0
helmholtz1d,helmholtz_lbfgs_r12_m10_fp64_adam2000,m,10.0,fp64,1,1,1,0,1.0035130802412142,1.0035130802412142,,1.0035130802412142,1.0035130802412142,13.264213168182557,13.264213168182557,,13.264213168182557,13.264213168182557,1.0
helmholtz1d,helmholtz_m10,m,10.0,fp32,4,4,2,"0,1",0.4064228374045342,0.3078102357685566,0.4538962291005007,0.0100820837542414,0.9999887943267822,0.7669334847014397,0.3078102357685566,1.1386505552474155,0.010082083754241467,2.4420313835144043,0.5
